   0.000000e+00	   1.391515e-01
   1.000000e-02	   2.481167e-01
   2.000000e-02	   3.127853e-02
   3.000000e-02	   2.410095e-01
   4.000000e-02	   1.198280e-06
   5.000000e-02	   8.592842e-05
   6.000000e-02	   1.834365e-02
   7.000000e-02	   3.059691e-01
   8.000000e-02	   1.850172e-02
   9.000000e-02	   9.668343e-02
   1.000000e-01	   2.785723e-02
   1.100000e-01	   7.113359e-02
   1.200000e-01	   8.000846e-04
   1.300000e-01	   5.247018e-01
   1.400000e-01	   4.979348e-01
   1.500000e-01	   6.582408e-02
   1.600000e-01	   2.281649e-02
   1.700000e-01	   5.111350e-01
   1.800000e-01	   2.994247e-01
   1.900000e-01	   1.049432e-02
   2.000000e-01	   6.862930e-01
   2.100000e-01	   4.831163e-02
   2.200000e-01	   1.887075e-02
   2.300000e-01	   3.433094e-01
   2.400000e-01	   3.283578e-01
   2.500000e-01	   3.754008e-03
   2.600000e-01	   3.474388e-01
   2.700000e-01	   5.827742e-02
   2.800000e-01	   1.099510e-01
   2.900000e-01	   9.390004e-01
   3.000000e-01	   8.011479e-01
   3.100000e-01	   7.075230e-06
   3.200000e-01	   6.625355e-01
   3.300000e-01	   4.784796e-01
   3.400000e-01	   1.071533e-01
   3.500000e-01	   6.152105e-02
   3.600000e-01	   3.155495e-03
   3.700000e-01	   6.715526e-02
   3.800000e-01	   2.341977e-01
   3.900000e-01	   8.705716e-03
   4.000000e-01	   6.566250e-02
   4.100000e-01	   4.086854e-01
   4.200000e-01	   2.016629e-02
   4.300000e-01	   1.046380e-01
   4.400000e-01	   3.919236e-02
   4.500000e-01	   1.272298e-01
   4.600000e-01	   1.472918e-03
   4.700000e-01	   4.091410e-03
   4.800000e-01	   2.515140e-02
   4.900000e-01	   7.222144e-02
   5.000000e-01	   1.602107e-01
   5.100000e-01	   4.129063e-02
   5.200000e-01	   2.982494e-01
   5.300000e-01	   1.261267e-02
   5.400000e-01	   2.792130e-01
   5.500000e-01	   2.471252e-02
   5.600000e-01	   2.394261e-02
   5.700000e-01	   3.401945e-02
   5.800000e-01	   6.864649e-05
   5.900000e-01	   8.443834e-05
   6.000000e-01	   5.439877e-02
   6.100000e-01	   1.205715e-01
   6.200000e-01	   4.949199e-01
   6.300000e-01	   5.929357e-01
   6.400000e-01	   3.248968e-03
   6.500000e-01	   5.935304e-01
   6.600000e-01	   8.495150e-02
   6.700000e-01	   8.915308e-02
   6.800000e-01	   2.692818e-01
   6.900000e-01	   6.545476e-01
   7.000000e-01	   1.275076e-02
   7.100000e-01	   9.074872e-02
   7.200000e-01	   8.198120e-01
   7.300000e-01	   1.848612e-01
   7.400000e-01	   7.211211e-01
   7.500000e-01	   2.730539e-01
   7.600000e-01	   2.252254e-02
   7.700000e-01	   7.325869e-01
   7.800000e-01	   4.377050e-01
   7.900000e-01	   1.226523e-01
   8.000000e-01	   1.268427e-01
   8.100000e-01	   3.247240e-01
   8.200000e-01	   7.840880e-02
   8.300000e-01	   1.642832e-02
   8.400000e-01	   2.864015e-01
   8.500000e-01	   1.294199e-01
   8.600000e-01	   1.075218e-02
   8.700000e-01	   1.451991e-02
   8.800000e-01	   2.226818e-01
   8.900000e-01	   6.541833e-02
   9.000000e-01	   2.960671e-01
   9.100000e-01	   4.348809e-02
   9.200000e-01	   5.725760e-03
   9.300000e-01	   4.469474e-01
   9.400000e-01	   7.520178e-02
   9.500000e-01	   3.901525e-01
   9.600000e-01	   1.734260e-01
   9.700000e-01	   1.377025e-03
   9.800000e-01	   8.955142e-03
   9.900000e-01	   7.956870e-02
   1.000000e+00	   2.431713e-01
   1.010000e+00	   1.915504e-01
   1.020000e+00	   6.534019e-03
   1.030000e+00	   2.526968e-02
   1.040000e+00	   3.524516e-02
   1.050000e+00	   5.394253e-02
   1.060000e+00	   1.396837e-01
   1.070000e+00	   3.588983e-01
   1.080000e+00	   4.040633e-04
   1.090000e+00	   2.104442e-01
   1.100000e+00	   1.599476e-01
   1.110000e+00	   1.447540e-02
   1.120000e+00	   1.180897e-04
   1.130000e+00	   6.049764e-01
   1.140000e+00	   4.240686e-01
   1.150000e+00	   1.471670e-02
   1.160000e+00	   7.371599e-01
   1.170000e+00	   3.957436e-01
